Feature,Coefficient,Odds_Ratio,Abs_Coefficient
"Keywords_Linearly independent rows,Matrix multiplication,Symmetric matrix,Matrix operations,Commuting matrices,Solve matrix equation,Inverse matrix ,Determinant computation,Matrix rank,Determinant properties",0.6226454454896476,1.8638522451341253,0.6226454454896476
"Keywords_Trigonometric rules,Product rule,Logarithmic rule",0.6043479655171411,1.8300585584916669,0.6043479655171411
"Keywords_Lagrange's interpolation,Polynomial interpolation",0.5994822478083698,1.821175638571315,0.5994822478083698
Keywords_Orthogonality,-0.5981424777983559,0.5498320132858441,0.5981424777983559
"Keywords_Gradient,Directional derivative",-0.5979883947910203,0.5499167395832544,0.5979883947910203
Student Country_Romania,0.5907850511987651,1.80540519471531,0.5907850511987651
Subtopic_Integration Techniques,-0.589764810437119,0.5544576720585646,0.589764810437119
"Keywords_Stem and Leaf diagram,Relative frequency,Sample,Frequency",-0.5855553461400816,0.5567965611146232,0.5855553461400816
"Keywords_Inconsistent system,Solution of linear system,Undetermined solution of linear system,Homogeneous system,Consistent system",0.5845052699569396,1.7941031693050966,0.5845052699569396
Keywords_Chain rule,-0.5829280353164926,0.558261362147383,0.5829280353164926
"Keywords_Consistent system,Inconsistent system,Solution of linear system,Undetermined solution of linear system",0.5825590700103829,1.7906148813668246,0.5825590700103829
"Keywords_Saddle point,Optimal solution,Minimum,Maximum,Stationary point",0.5722920791451007,1.7723247079237536,0.5722920791451007
"Keywords_Cartesian equations of a plane,Orthogonality",-0.5720688547353963,0.5643566581531612,0.5720688547353963
"Keywords_Eigenvector,Spectrum,Characteristic polynomial,Eigenvalue,Diagonalization",0.5718550219998448,1.7715502699955847,0.5718550219998448
"Keywords_Modulus of a complex number,Algebraic form,Real part,Equations involving complex numbers,Imaginary part,Conjugate number",0.5678284909588365,1.7644314096170288,0.5678284909588365
"Keywords_Adjacency matrix,Simple graph",-0.5648256930022048,0.568459224543113,0.5648256930022048
"Keywords_Linearity,Invertible linear operator,Composition of linear applications,Linear application",-0.5605190915137392,0.5709126310157403,0.5605190915137392
"Keywords_Distance,Orthogonality,Locus",0.5583989483991215,1.7478718258972659,0.5583989483991215
"Keywords_Matrix multiplication,Symmetric matrix,Matrix operations",0.5566951428385046,1.7448963277160408,0.5566951428385046
"Keywords_Iterate integrals,Cartesian coordinates,y-simple region (type I)",-0.548985951751158,0.5775351620626373,0.548985951751158
"Keywords_Shortest path,Tree,Spanning tree,Path",-0.5467079167622497,0.578852307050721,0.5467079167622497
"Keywords_Matrix operations,Matrix multiplication,Determinant computation,Determinant properties",-0.5450147952380621,0.5798332045060867,0.5450147952380621
"Keywords_Axioms of probability,Event,Addition, multiplication, and total probability rules,Sample space",0.5378459076846479,1.7123144033663031,0.5378459076846479
"Keywords_Bernoulli equation,Linear differential equation",-0.5372632556274751,0.5843452696915771,0.5372632556274751
"Keywords_Exponential function,Simplify expressions",-0.5363407748565956,0.5848845656732646,0.5363407748565956
"Keywords_Event,Sample space,Addition, multiplication, and total probability rules,Axioms of probability",-0.5350089073973947,0.5856640733789186,0.5350089073973947
"Keywords_y-simple region (type I),Cartesian coordinates,Iterate integrals",-0.5342401689063937,0.5861144689909625,0.5342401689063937
"Keywords_First order,Gradient",0.5330394081696416,1.704103912683583,0.5330394081696416
Keywords_Linear differential equation,0.5266592463010972,1.6932660642576578,0.5266592463010972
"Keywords_Real part,Operations with complex numbers,Imaginary part,Modulus of a complex number,Conjugate number",-0.5262142501638623,0.590837504087881,0.5262142501638623
"Keywords_Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system",-0.5256081130043686,0.59119574121378,0.5256081130043686
"Keywords_Intersection,Cartesian equations of a plane",0.5182082201445996,1.6790165248819189,0.5182082201445996
Keywords_Platonic solids,-0.5154440238946585,0.5972353489692154,0.5154440238946585
"Keywords_Cross product,Cartesian equations of a plane,Orthogonality,Cartesian equations of a line",0.5138744367727963,1.6717557756067252,0.5138744367727963
"Keywords_Matrix rank,Linearly independent rows",0.5107184837447933,1.6664881095301496,0.5107184837447933
"Keywords_Cartesian coordinates,x-simple region (type II),Changing order of integration",0.501763754851894,1.6516317767958624,0.501763754851894
"Keywords_Event,Axioms of probability",-0.5010070515294164,0.605920159538294,0.5010070515294164
Keywords_Trigonometric substitution,-0.49978498946407895,0.6066610842156495,0.49978498946407895
"Keywords_Operations with complex numbers,Conjugate number",-0.4994778938708597,0.606847415770525,0.4994778938708597
"Keywords_Power rule,Trigonometric rules,Logarithmic rule,First order",0.49748749083510146,1.6445840429848306,0.49748749083510146
"Keywords_Cross product,Orthogonality,Scalar product",0.49693635312679935,1.6436779004318716,0.49693635312679935
"Keywords_Orthogonality,Distance,Scalar product",-0.49626379105059815,0.608801023627478,0.49626379105059815
"Keywords_Matrix equivalent - echelon,Matrix rank,Matrix operations,Matrix multiplication,Symmetric matrix,Linearly independent rows,Determinant computation,Commuting matrices,Determinant properties,Inverse matrix ,Solve matrix equation",-0.4952581256206545,0.6094135817332833,0.4952581256206545
"Keywords_Matrix operations,Inverse matrix ",0.4946551491570843,1.6399326093910425,0.4946551491570843
Subtopic_Elementary Geometry,0.4938760112361612,1.6386553733434397,0.4938760112361612
"Keywords_Frequency,Sample,Stem and Leaf diagram,Variance,Standard deviation,Relative frequency",0.49338058404843105,1.6378437399893815,0.49338058404843105
"Keywords_Operations with complex numbers,Modulus of a complex number,Algebraic form,Principal argument,De Moivre formulas,Polar representation,Trigonometric form",-0.48705679231257754,0.6144321369317493,0.48705679231257754
"Keywords_Matrix operations,Determinant computation,Determinant properties,Inverse matrix ",-0.4808417765300584,0.6182627336393853,0.4808417765300584
"Keywords_Change-of-basis matrix,Span,Basis,Dimension",-0.4805292591145192,0.6184559817061469,0.4805292591145192
"Keywords_Inverse matrix ,Commuting matrices,Solve matrix equation,Matrix operations,Matrix rank,Determinant computation,Matrix multiplication,Determinant properties,Symmetric matrix",0.4804279162770286,1.6167660947171711,0.4804279162770286
"Keywords_Basis,Span",-0.4747500490283339,0.6220405166670531,0.4747500490283339
"Keywords_Matrix operations,Matrix multiplication",0.4740796707700147,1.6065349758074885,0.4740796707700147
"Keywords_Matrix operations,Commuting matrices,Solve matrix equation,Determinant computation,Inverse matrix ,Matrix rank,Determinant properties,Matrix multiplication,Symmetric matrix",0.47341409162163123,1.605466055391473,0.47341409162163123
"Keywords_Conjugate number,Real part,Operations with complex numbers,Imaginary part,Modulus of a complex number",-0.4716429606638519,0.6239762572197969,0.4716429606638519
Subtopic_Linear Systems,0.469247662444028,1.5987909101907274,0.469247662444028
Keywords_Second order,0.4622794339319652,1.5876888953961352,0.4622794339319652
"Keywords_Geometrical figures,Triangles,Classification of geometrical figures",-0.4573627091492905,0.6329507214051795,0.4573627091492905
"Keywords_Median,Frequency,Mode,Quantile,Population,Data type,Sample,Relative frequency,Mean,Standard deviation,Variance",-0.45379574354649277,0.6352124662416544,0.45379574354649277
"Keywords_Geometrical figures,Polygons",-0.4524031715539434,0.6360976615374975,0.4524031715539434
"Keywords_Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system",0.4520478509260479,1.5715271458077424,0.4520478509260479
"Keywords_Eigenvalue,Spectrum,Diagonalization,Characteristic polynomial",0.4494324473015813,1.567422338218827,0.4494324473015813
"Keywords_Unconstrained optimization,Second derivative test,Optimal solution",-0.4485116560860769,0.6385778681776985,0.4485116560860769
"Keywords_Event,Addition, multiplication, and total probability rules,Independence",0.44522821074615354,1.5608463571029918,0.44522821074615354
"Keywords_Collinearity,Distance,Locus,Cross product,Orthogonality,Scalar product",0.44516815075873567,1.5607526155055107,0.44516815075873567
"Keywords_Determinant properties,Inverse matrix ,Solve matrix equation,Matrix rank,Matrix operations,Matrix multiplication,Symmetric matrix,Commuting matrices,Determinant computation",-0.43966761664376613,0.6442505236504116,0.43966761664376613
"Keywords_Linearly independent rows,Matrix rank",0.43631403407324876,1.5469945274698282,0.43631403407324876
"Keywords_Simplify expressions,Logarithmic function",0.4351852318086639,1.5452492617591804,0.4351852318086639
"Keywords_Locus,Distance,Scalar product,Cross product,Orthogonality,Collinearity",-0.4336773283859723,0.6481213521115351,0.4336773283859723
"Keywords_Stationary point,Maximum,Saddle point,Second derivative test,Optimal solution,Minimum",-0.43257477562070124,0.6488363341808366,0.43257477562070124
"Keywords_Optimal solution,Second derivative test,Minimum,Maximum,Stationary point,Saddle point",-0.4324144582111895,0.6489403622796645,0.4324144582111895
"Keywords_Geometric solids,Geometrical figures,Classification of geometric solids",0.431153366208975,1.5390315672948292,0.431153366208975
"Keywords_Quotient rule,Product rule,Trigonometric rules",0.429082228657641,1.5358473198685902,0.429082228657641
"Keywords_Trigonometric rules,Logarithmic rule",-0.4272674353036871,0.652289083770218,0.4272674353036871
Keywords_Polygons,-0.42585551614582334,0.6532107137044318,0.42585551614582334
"Keywords_Orthogonal projection,Distance,Cross product,Orthogonality",0.41449052513593154,1.513599403369958,0.41449052513593154
"Keywords_Optimal solution,Minimum,Maximum,Second derivative test,Stationary point,Unconstrained optimization,Saddle point",0.41339257125215717,1.5119384530168514,0.41339257125215717
"Keywords_Second order,First order",0.40959533314345403,1.5062081492543968,0.40959533314345403
"Keywords_Imaginary part,Modulus of a complex number,Operations with complex numbers,Conjugate number,Real part",0.40889493384749015,1.5051535714829594,0.40889493384749015
Keywords_Trigonometric rules,0.4070662232017894,1.5024035963441482,0.4070662232017894
"Keywords_Fundamental theorem of Calculus,Volume of revolution",0.3996077571141806,1.4912396547636853,0.3996077571141806
"Keywords_Determinant properties,Symmetric matrix,Inverse matrix ,Commuting matrices,Solve matrix equation,Matrix operations,Matrix rank,Determinant computation,Matrix multiplication",-0.39677110106535995,0.6724879397895681,0.39677110106535995
Subtopic_Vector Spaces,-0.39662308528243967,0.6725874859855028,0.39662308528243967
Subtopic_Linear Optimization,-0.3958387227131413,0.6731152453843898,0.3958387227131413
"Keywords_Matrix multiplication,Symmetric matrix,Matrix operations,Commuting matrices,Solve matrix equation,Inverse matrix ,Determinant computation,Matrix rank,Determinant properties",-0.395253373861954,0.6735093679583368,0.395253373861954
"Keywords_Substitution,Direct inspection,Integration by parts,Rational functions",-0.3943793195838582,0.6740983090484837,0.3943793195838582
"Keywords_Consistent system,Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system",0.391602312933244,1.4793492763291236,0.391602312933244
"Keywords_Linear programming,Assignment problem,Excel solver add-in,Simplex method",0.39134487695662784,1.4789684876198752,0.39134487695662784
"Keywords_Linear programming,Excel solver add-in,Simplex method",0.3840309508894285,1.4681908827924377,0.3840309508894285
"Keywords_Simple integration,Direct inspection",0.3837014874262768,1.4677072472141262,0.3837014874262768
Keywords_Simple graph,0.38366907276592527,1.4676596727532714,0.38366907276592527
"Keywords_Sensitivity analysis,Postoptimality analysis,Duality theory,Excel solver add-in,Simplex method,Linear programming",-0.3792281566083633,0.6843894468768282,0.3792281566083633
"Keywords_Duality theory,Excel solver add-in,Simplex method,Linear programming,Sensitivity analysis,Postoptimality analysis",-0.3791509786849288,0.6844422686714706,0.3791509786849288
"Keywords_Event,Sample space",-0.3783344660166842,0.6850013526730464,0.3783344660166842
"Keywords_Optimal solution,Minimum,Stationary point,Maximum,Saddle point",0.37676934004514484,1.4575680680092427,0.37676934004514484
"Keywords_Algebraic form,Principal argument,De Moivre formulas,Polar representation,Operations with complex numbers,Modulus of a complex number,Trigonometric form",-0.3758503926291541,0.6867050614964395,0.3758503926291541
"Keywords_Orthogonality,Locus,Scalar product,Cross product,Collinearity",0.3750732376373047,1.455097978653908,0.3750732376373047
"Keywords_Square roots,Simplify expressions",0.37345408166572747,1.4527438544339955,0.37345408166572747
"Subtopic_Algebraic expressions, Equations, and Inequalities",-0.3689859501277245,0.691435124957257,0.3689859501277245
"Keywords_Orthogonality,Scalar product",-0.36555844256130826,0.6938090901474864,0.36555844256130826
"Keywords_Trigonometric substitution,Simple integration",-0.3644544830923655,0.6945754501995794,0.3644544830923655
"Keywords_Commuting matrices,Solve matrix equation,Matrix equivalent - echelon,Inverse matrix ,Determinant computation,Matrix rank,Determinant properties,Hermitian matrix,Symmetric matrix,Matrix multiplication,Linearly independent rows,Matrix operations",-0.3632783485201104,0.6953928449885094,0.3632783485201104
"Keywords_Solution of linear system,Undetermined solution of linear system,Square linear system,Consistent system,Inconsistent system",-0.35981126806827873,0.6978080122980738,0.35981126806827873
Student Country_Spain,-0.3597187414295572,0.6978725811150464,0.3597187414295572
"Keywords_Conditional probability,Bayes' Theorem",0.3581675139499846,1.4307052634975155,0.3581675139499846
"Keywords_Triangles,Classification of geometrical figures,Geometrical figures",-0.3576684960226059,0.6993048589279027,0.3576684960226059
"Keywords_Frequency,Quantile,Mean,Variance,Median,Mode",0.3576342184134183,1.4299424781794314,0.3576342184134183
"Keywords_Addition, multiplication, and total probability rules,Independence,Event",0.35339901589061096,1.4238991884994006,0.35339901589061096
Keywords_Adjacency matrix,0.3508387233548835,1.4202582529543972,0.3508387233548835
"Keywords_Orthogonality,Orthogonal projection,Distance",-0.3496029427138284,0.7049679468151875,0.3496029427138284
"Keywords_Trigonometric rules,Power rule",0.3495677553383646,1.4184542967678397,0.3495677553383646
"Keywords_Conjugate number,Real part,De Moivre formulas,Operations with complex numbers,Imaginary part",-0.3477450187878624,0.7062789411173386,0.3477450187878624
"Keywords_Addition, multiplication, and total probability rules",0.34510626223566354,1.4121399688453966,0.34510626223566354
Topic_Differentiation,-0.3430964169018013,0.7095697937408203,0.3430964169018013
Subtopic_Eigenvalues and Eigenvectors,0.34194390152669074,1.4076813265257233,0.34194390152669074
"Keywords_Trigonometric rules,Product rule,Sum rule,Logarithmic rule,Power rule",0.3396714449122291,1.4044860637073129,0.3396714449122291
"Keywords_Transportation problem,Excel solver add-in,Simplex method,Linear programming",-0.3363418196242438,0.714378875358311,0.3363418196242438
"Keywords_Lagrange multipliers,Optimal solution,Minimum,Maximum",0.3361079078637055,1.3994900326430173,0.3361079078637055
Topic_Set Theory,0.33464624390173703,1.3974459427473633,0.33464624390173703
Subtopic_Set Theory,0.33464624390173703,1.3974459427473633,0.33464624390173703
"Keywords_Eigenvector,Spectrum,Characteristic polynomial,Diagonalization,Eigenvalue",-0.33373456823225367,0.7162438708750933,0.33373456823225367
"Keywords_Linear combination,Subspace,Span",0.3299287524299369,1.3908690288949357,0.3299287524299369
Topic_Optimization,-0.3292382763698305,0.7194715632489408,0.3292382763698305
"Keywords_Excel solver add-in,Simplex method,Linear programming,Transportation problem",-0.32732109877305227,0.720852241090936,0.32732109877305227
"Keywords_Minimum,Maximum,Lagrange multipliers,Saddle point,Unconstrained optimization,Second derivative test",0.3250614964609426,1.3841157615844428,0.3250614964609426
Keywords_Limits,0.3217137062984888,1.379489780182178,0.3217137062984888
Keywords_Rational functions,-0.3206476448018578,0.7256789026809368,0.3206476448018578
"Keywords_Event,Independence,Addition, multiplication, and total probability rules",0.320475681121832,1.377782993843601,0.320475681121832
"Keywords_Polyhedrons,Platonic solids,Geometric solids",-0.3194568510705967,0.7265435512760492,0.3194568510705967
"Keywords_Imaginary part,Modulus of a complex number,Conjugate number,Operations with complex numbers,Real part",-0.31383124357498077,0.7306423183417382,0.31383124357498077
"Keywords_Determinant computation,Determinant properties,Inverse matrix ,Matrix operations",-0.313382863511919,0.7309699972473662,0.313382863511919
"Keywords_Limits,Indeterminate forms",-0.3116931078709608,0.7322062020714817,0.3116931078709608
"Keywords_Simple graph,Adjacency matrix",-0.31130054599290186,0.732493694738932,0.31130054599290186
"Keywords_Exact differential form,Cauchy problem",-0.3105560563689441,0.7330392317424012,0.3105560563689441
"Keywords_Quadrilaterals,Rhombus",-0.30906104315439165,0.7341359546840162,0.30906104315439165
Keywords_Subset,0.30629978235909844,1.3583894667140317,0.30629978235909844
Keywords_Separable variables equation,-0.30489357712548476,0.7372018253544173,0.30489357712548476
"Keywords_Standard deviation,Variance,Median,Frequency,Mode,Outliers,Quantile,Interquartile range,Population,Data type,Sample,Relative frequency,Mean",0.30408063424878706,1.3553783415979321,0.30408063424878706
"Keywords_Undetermined solution of linear system,Consistent system,Square linear system,Inconsistent system,Solution of linear system",0.3040539768245444,1.3553422111840447,0.3040539768245444
"Keywords_Cauchy problem,Exact differential form",-0.3034623983724517,0.7382576482990266,0.3034623983724517
"Keywords_Imaginary part,Conjugate number,Modulus of a complex number,Algebraic form,Real part,Equations involving complex numbers",0.30302751568679415,1.3539517188411758,0.30302751568679415
"Keywords_Polynomial interpolation,Lagrange's interpolation",-0.3008627927373409,0.7401793237586699,0.3008627927373409
"Keywords_Trigonometric rules,Quotient rule",-0.30085046962161643,0.7401884451303352,0.30085046962161643
Keywords_Operations with complex numbers,-0.2941352933968035,0.7451756672757793,0.2941352933968035
Keywords_Iterate integrals,-0.2840841428208334,0.752703307462006,0.2840841428208334
"Keywords_Locus,Scalar product,Cross product,Distance,Collinearity,Orthogonality",-0.2840531358281843,0.7527266468897682,0.2840531358281843
"Keywords_Solution of linear system,Undetermined solution of linear system,Consistent system,Square linear system,Inconsistent system",0.2815381147261912,1.3251665037174247,0.2815381147261912
"Keywords_Mode,Quantile,Population,Data type,Sample,Mean,Standard deviation,Variance,Median",0.27796470603385987,1.320439592836394,0.27796470603385987
Subtopic_Partial Differentiation,-0.27444530206137313,0.759993573193868,0.27444530206137313
"Keywords_Determinant computation,Determinant properties,Solve matrix equation",-0.2736917284822672,0.7605665001151,0.2736917284822672
"Keywords_Cartesian equations of a plane,Locus,Intersection,Cartesian equations of a line",-0.27335171066697794,0.7608251502451855,0.27335171066697794
"Keywords_Trigonometric rules,Product rule",0.271977724708899,1.3125577633792016,0.271977724708899
"Keywords_Distance,Orthogonal projection,Orthogonality",-0.2705439339037635,0.7629643792562635,0.2705439339037635
"Keywords_Changing order of integration,Cartesian coordinates",0.27049362369994634,1.3106112398543026,0.27049362369994634
"Keywords_Cartesian coordinates,Iterate integrals,x-simple region (type II)",0.27044823517501143,1.3105517544933492,0.27044823517501143
"Keywords_Lagrange multipliers,Maximum,Minimum",0.2698535485957749,1.3097726186473346,0.2698535485957749
Keywords_Triangles,0.2697636857648306,1.3096549240601931,0.2697636857648306
"Keywords_Cross product,Orthogonality",-0.2696976482803715,0.7636103383359766,0.2696976482803715
"Keywords_Eigenvector,Spectrum,Characteristic polynomial,Eigenvalue",-0.26844388097807975,0.7645683284327124,0.26844388097807975
"Keywords_Equations involving complex numbers,Imaginary part,Modulus of a complex number,Conjugate number,Algebraic form,Real part",0.26764438391593476,1.3068823090000814,0.26764438391593476
"Keywords_Conjugate number,Real part,Operations with complex numbers,Modulus of a complex number,Imaginary part",-0.2663750494999106,0.7661517287872788,0.2663750494999106
"Keywords_Iterate integrals,Cartesian coordinates",0.2623219856436651,1.2999450386908842,0.2623219856436651
Topic_Real Functions of a single variable,-0.259873368249089,0.7711492315983177,0.259873368249089
"Keywords_Symmetric matrix,Inverse matrix ,Hermitian matrix,Commuting matrices,Linearly independent rows,Solve matrix equation,Matrix operations,Matrix rank,Matrix equivalent - echelon,Determinant computation,Matrix multiplication,Determinant properties",0.2583831605819149,1.2948348532635687,0.2583831605819149
"Keywords_Cycle and circuit,Shortest path,Path,Planar graph,Tree,Adjacency matrix,Chromatic number,Simple graph,Spanning tree,Incidence matrix ",0.25689879969689305,1.292914276821733,0.25689879969689305
"Keywords_Inconsistent system,Solution of linear system,Undetermined solution of linear system,Square linear system,Consistent system",0.2564202338478419,1.292295680234502,0.2564202338478419
"Keywords_Chi square distribution,Student distribution,Quantile,Hypothesis testing",0.2552986095693433,1.2908470226012112,0.2552986095693433
"Keywords_Distance,Cross product,Orthogonality",0.2541508875117747,1.2893663388696524,0.2541508875117747
"Keywords_Conjugate number,Modulus of a complex number,Algebraic form,Real part,Equations involving complex numbers,Imaginary part",-0.2515552368137684,0.7775905048015885,0.2515552368137684
"Keywords_Union of sets,Venn diagram,Complement of a set",0.2513082106270273,1.2857062916127224,0.2513082106270273
"Keywords_Eigenvalue,Spectrum,Characteristic polynomial",0.24945878839128174,1.283330675244366,0.24945878839128174
"Keywords_Quadrilaterals,Polygons,Classification of geometrical figures,Geometrical figures",0.24631237054099775,1.2792991264944444,0.24631237054099775
"Keywords_Logarithmic rule,Product rule,Trigonometric rules",-0.24569997102293703,0.7821568594475822,0.24569997102293703
"Keywords_Area of a planar region ,Fundamental theorem of Calculus",-0.2450788590361264,0.7826428173500677,0.2450788590361264
"Keywords_Adjacency matrix,Simple graph,Path,Shortest path",0.2446607687732494,1.2771879776641146,0.2446607687732494
"Keywords_Tree,Simple graph,Spanning tree,Path",0.2434587505797243,1.2756536967799126,0.2434587505797243
"Keywords_Invertible linear operator,Isomorphism,Injective linear application",-0.24203580884508544,0.7850280661001064,0.24203580884508544
"Keywords_Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system",0.24139783917983978,1.273027394751379,0.24139783917983978
Keywords_Conditional probability,-0.23930851322249405,0.787171991939269,0.23930851322249405
"Keywords_Matrix rank,Matrix operations,Matrix multiplication,Symmetric matrix,Determinant computation,Commuting matrices,Determinant properties,Inverse matrix ,Solve matrix equation",-0.23813885588984163,0.7880932521060229,0.23813885588984163
"Keywords_Simplify expressions,Linear equations,Quadratic equations",-0.23685983486077197,0.789101884842073,0.23685983486077197
"Keywords_Orthogonality,Distance,Cross product",0.23678841177945978,1.2671729705339332,0.23678841177945978
"Keywords_Quadratic equations,Simplify expressions,Linear equations",-0.23654608230326002,0.7893495064205001,0.23654608230326002
